32907;CTA-30I5FMJN-032;DIPROAL-COMERCIO DE MATERIAL AUTOMOTIVO LTDA;EDILBERTO /MIGUEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32907;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329072025; $2 056,00 ;01/05/2025;
32512;1995477;DP WORLD LOGISTICS BRAZIL S.A.;WILLIAM/ROGERIO/JEAN/JARBAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32512;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325122025; $2 056,00 ;01/05/2025;
32888;SJP-301LFPXR0-032;G F COMERCIO DE MEDICAMENTOS LTDA ME;MARCELO MENDES DE SOUZA ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32888;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;328882025; $2 056,00 ;01/05/2025;
32890;CTA-301JU66YB-032;G.D.S MONTAGEM DE GESSOS E DRYWALL LTDA -ME; MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32890;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;328902025; $2 056,00 ;01/05/2025;
32928;ORD0033104;GMAD CURITIBA SUPRIMENTOS PARA MOVEIS LTDA;MARCOS AURELIO/ LUCIANO JOSE ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32928;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329282025; $2 056,00 ;01/05/2025;
32914;CTA-30TGI8A9-032;HOTEL INTER LTDA;WIILIAN/ROGERIO/JEAN/JARBAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32914;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329142025; $2 056,00 ;01/05/2025;
32945;SJP-30IYK1VX;INST ADV SUL BRAS DE EDUC E ASSIST SOCL; MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32945;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329452025; $2 056,00 ;01/05/2025;
32595;CTA-3018PDRCB-032;SSTP INVESTIMENTOS LTDA       ;EDILBERTO /MIGUEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32595;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325952025; $2 056,00 ;01/05/2025;
32581;AUC-301KXWT9N;TRUCK CENTER EQUIPAMENTOS AUTOMOTIVOS LTDA;CRISTIANO VERGA ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32581;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325812025; $2 056,00 ;01/05/2025;
32930;SJP-301MOBUBL;CORONEL DULCIDIO OFTALMOLOGIA LTDA;MARCOS AURELIO/ MARCELO MENDES ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32930;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329302025; $2 056,00 ;01/05/2025;
32929;ORD0037551;FOCUS SERVICOS E TERCEIRIZACAO LTDA;ELIZEU /MIGUEL APARECIDO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32929;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329292025; $2 056,00 ;01/05/2025;
32586;CTA-109Z0J13-032;HAUER CORTES ADVOGADOS EPP; ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32586;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325862025; $2 056,00 ;01/05/2025;
32572;1995999;INTERDOMINO COMERCIAL DE OBJETOS USADOS LTDA;EDIVALDO /MIGUEL APARECIDO;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32572;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325722025; $2 056,00 ;01/05/2025;
32590;CTA-30143HQ1X-032;PITLAK & CIA. LTDA;EDILBERTO CHAVES ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32590;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325902025; $2 056,00 ;01/05/2025;
32577;1-921083351587;EMPRESA DE AGUAS OURO FINO LTDA;ROGERIO ANTONIO/JARBAS ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32577;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325772025; $2 056,00 ;01/05/2025;
32902;CTA-301M79HCI;MERCHANT COBRANCAS LTDA;MARCOS AURELIO/ MARCELO MENDES ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32902;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329022025; $2 056,00 ;01/05/2025;
32574;1997256;MITRA DA DIOCESE DE SAO JOSE DOS PINHAIS;GUSTAVO ALVES RODRIGUES/GELSON LUIS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32574;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325742025; $2 056,00 ;01/05/2025;
32576;1-918671264878;BGP DISTRIBUIDORA DE AUTO PECAS LTDA;GUSTAVO ALVES RODRIGUES/EDERSON ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32576;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325762025; $2 056,00 ;01/05/2025;
33438;1-921749724409;FERRAMENTAS GERAIS COMERCIO E IMPORTACAO DE FERRAMENTAS E MAQUINAS LTDA;ROGERIO ANTONIO MINTE ;INSTALAÇÃO;B2B - Bucle;Faturado;B2B GPON;33438;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334382025; $1 026,00 ;01/05/2025;
32954;CTA-30GEQMM6-032;ADMINISTRADORA DE IMOVEIS COMENDADOR;MIGUEL RUFINO/ ROGERIO ANTONIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32954;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329542025; $2 056,00 ;01/05/2025;
33103;ORD0037553;CLICK DATA SUPRIMENTOS E EQUIPAMENTOS LTDA;MUGUEL RUFINO/ EVANDRO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33103;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331032025; $2 056,00 ;01/05/2025;
32958;1992781;ACRO CABOS DE ACO INDUSTRIA E COMERCIO LTDA;RONALDO DANIEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32958;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329582025; $2 056,00 ;01/05/2025;
32964;1996964;DIRECAO MARCAS E PATENTES LTDA;LUIS RAFAEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32964;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329642025; $2 056,00 ;01/05/2025;
32978;1994796;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;GUSTAVO ALVES RODRIGUES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32978;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329782025; $2 056,00 ;01/05/2025;
33009;1964044;RAIA DROGASIL S/A;MARCOS AURELIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33009;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330092025; $2 056,00 ;01/05/2025;
33098;6090724;BALAROTI COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA;RONALDO DANIEL ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33098;SAM - CONCLUIDO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330982025; $2 056,00 ;01/05/2025;
33454;1733055;LABORATORIO DE ANALISES CLINICAS DAS NACOES LTDA;MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33454;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33015;1960554;TELEFONICA BRASIL S.A.;LUCIANO JOSE/ROGERIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33015;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330152025; $2 056,00 ;01/05/2025;
33014;1-914912118092;BETAL & MARC DESPACHANTES LTDA;MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33014;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330142025; $2 056,00 ;01/05/2025;
33010;1917104;CEETEA CMAEE - (FUST);ROGERIO ANTONIO MINTE ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33010;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330102025; $2 056,00 ;01/05/2025;
33008;1-920632706335;SUTTILE & VACISKI E ADVOGADOS ASSOCIADOS; ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33008;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330082025; $2 056,00 ;01/05/2025;
33005;1916882;MARIA DO CARMO MARTINS E M EI EF - (FUST); ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33005;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330052025; $2 056,00 ;01/05/2025;
32996;1916842;ENY CALDEIRA E M EI EF - (FUST);MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32996;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329962025; $2 056,00 ;01/05/2025;
33134;1-922161227711;YELLOW AGROINDUSTRIAL LTDA;ROGERIO/ RODRIGO EULA/ANTONIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33134;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331342025; $2 056,00 ;01/05/2025;
32991;1999053;VELLORE S/A;MARCOS AURELIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32991;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329912024; $2 056,00 ;01/05/2025;
32986;1969902;ARCOS DOURADOS COMERCIO DE ALIMENTOS SA;GUSTAVO ALVES RODRIGUES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32986;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329862025; $2 056,00 ;01/05/2025;
32982;1-922620218969;FIALE LABORATORIO DE ESTEREIS E INJETAVEIS LTDA;MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32982;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329822025; $2 056,00 ;01/05/2025;
32967;1974387;TELEFONICA BRASIL S.A.;GUSTAVO ALVES RODRIGUES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32967;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329672025; $2 056,00 ;01/05/2025;
32965;CTA-30J25S10-032;INSTITUTO JAIME LERNER;GUSTAVO ALVES RODRIGUES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32965;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;329652025; $2 056,00 ;01/05/2025;
33097;CTA-301JTTOVJ;PAI ITEC INSTITUTO TECNO E EDU DE CURITIBA LTDA;EVANDRO DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33097;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;330972025; $2 056,00 ;01/05/2025;
33108;1-922621646389;NOVA GESTOES SERVICO DE COBRANCA EXTRA-JUDICIAL LTDA;LUCIANO JOSE NUNES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33108;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331082025; $2 056,00 ;01/05/2025;
33171;CTA-301KU5XIE-032;COMERCIAL LANCARE LTDA;EVANDRO DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33171;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331712025; $2 056,00 ;01/05/2025;
33110;1909350;FUNDO DE UNIVERSALIZACAO DOS SERVICOS DE TELECOMUNICACOES - FUST;ROGERIO/ RODRIGO EULA/ANTONIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33110;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331102025; $2 056,00 ;01/05/2025;
33142;1-ABD11ZXUVC;IGUACU MAQUINAS AGRICOLAS LTDA;EVANDRO DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33142;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331422025; $2 056,00 ;01/05/2025;
33134;1998732;YELLOW AGROINDUSTRIAL LTDA;ROGERIO/ RODRIGO EULA/ANTONIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33134;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331342025; $2 056,00 ;01/05/2025;
33135;1998770;TECNOMYL BRASIL DISTRIBUIDORA DE PRODUTOS AGRICOLAS LTDA;EDVALDO/ GUSTAVO ALVES ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33135;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331352025; $2 056,00 ;01/05/2025;
33138;1959524;VESTE S.A. ESTILO;ANDERSON FERNANDO CORPA ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33138;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331382025; $2 056,00 ;01/05/2025;
33140;2000210;SAASTEC NETWORK TECNOLOGIA E SISTEMAS LTDA;ARY/ LUCIANO JOSE/ DAVINSON ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33140;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331402025; $2 056,00 ;01/05/2025;
33218;AUC-301MLS0UF-032  ;OMNI SA CREDITO FINANCIAMENTO E INVESTIMENTO;EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33218;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332182025; $2 056,00 ;01/05/2025;
33230;ORD0037537;SERVICO DISTRITAL DO BACACHERI DA COMARCA DE CURITIBA;ROGERIO ANTONIO MINTE ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33230;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332302025; $2 056,00 ;01/05/2025;
33231;AUC-301MOZKYQ;AMOR SAUDE;RENATO GODINHO DOS SANTOS ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33231;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332312025; $2 056,00 ;01/05/2025;
33232;1959539;VESTE S.A. ESTILO;MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33232;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332322025; $2 056,00 ;01/05/2025;
33233;AUC-1AXZG3LUT-9699;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MEDICOS;MATEUS GUSTAVO VIEIRA ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33233;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332332025; $2 056,00 ;01/05/2025;
33234;AUC-30U1SSYV-032;ARAU CAR LOCACAO DE VEICULOS LTDA;JONATHAN DA SILVA GOMES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33234;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332342025; $2 056,00 ;01/05/2025;
33235;1-917459037178;ARAUCAR VIAGENS E TURISMO LTDA  ( TURISMO DKLASSEN );MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33235;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332352025; $2 056,00 ;01/05/2025;
33237;ORD0051717;INSTITUTO FORLANINI DE PNEUMORADIOLOGIA S/S;RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33237;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;332372025; $2 056,00 ;01/05/2025;
33352;CTA-30EVVPEA-032;CARRILHO & CAFARELI ADVOGADOS ASSOCIADOS;ROGERIO ANTONIO MINTE ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33352;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;333522025; $2 056,00 ;01/05/2025;
33353;1-921493057314;PACKPAR EMBALAGENS LTDA;RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33353;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;333532025; $2 056,00 ;01/05/2025;
33354;1838094;ARCOS DOURADOS COMERCIO DE ALIMENTOS AS;ANDERSON /WESLEY DO NASCIMENTO;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33354;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;333542025; $2 056,00 ;01/05/2025;
32498;CTA-30ZBTASD-032;INCAVEL ONIBUS E PECAS LTDA PAI 1;MARCOS AURELIO/ MARCELO MENDES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32498;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;324982025; $2 056,00 ;01/05/2025;
33155;1976371;NATURA;MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33155;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331552025; $2 056,00 ;01/05/2025;
32593;CTA-3017V7T8M-032;ALEX SANDRO DE OLIVEIRA;MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32593;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325932025; $2 056,00 ;01/05/2025;
33164;AUC-301KYE1HV;BANCO SANTANDER;MARCOS AURELIO DA SILVA ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33164;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331642025; $2 056,00 ;01/05/2025;
33149;AUC-301KPXB41-032;CL1PROV BRAS DA CONGREG IRMAS FILHAS CAR S VICENTE PAULO;ARY/ LUCIANO JOSE/ DAVINSON ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33149;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331492025; $2 056,00 ;01/05/2025;
32584;AUC-301NJ6WBB;CONSIGAZ DISTRIBUIDORA DE GAS LTDA;CRISTIANO VERGA RODRIGUES;VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32584;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325842025; $1 028,00 ;01/05/2025;
33146;AUC-30ER59M6;BALAROTI ; ;VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33146;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331462025; $1 028,00 ;01/05/2025;
33165;SJP-301N200ON;CONTORNO COMERCIO DE AUTO PEÇASO EIRELO;GUSTAVO ALVES RODRIGUES;VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33165;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;331652025; $1 028,00 ;01/05/2025;
32503;1995587;CREDIBILITA ADMINISTRACAO JUDICIAL E SERVICOS LTDA;GUSTAVO ALVES RODRIGUES;VISTORIA ;B2B - Bucle;Faturado;B2B GPON;32503;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325032025; $1 028,00 ;01/05/2025;
32503;CTA-301AMNRR5-032 ;EKIPE DE EVENTOS CONG E EVENTOS E CIA LTDA- CTA-301AMNRR5-032 ;GUSTAVO ALVES RODRIGUES;VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32503;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;325032025; $1 028,00 ;01/05/2025;
32495;SJP-1026I61X-032;SAINT GERMAIN FLAT SERVICE PAI1;MARCOS AURELIO/ MARCELO MENDES/CRISTIANO ;VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32495;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;324952025; $1 028,00 ;01/05/2025;
32496;1-ATFJLCPDVC;TRANSPORTADORA CONTATTO LTDA;CRISTIANO VERGA RODRIGUES;VISTORIA ;B2B - Bucle;Concluído;B2B GPON;32496;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;324962025; $1 028,00 ;01/05/2025;
33404;1-923718462471;PANATURA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;CRISTIANO VERGA RODRIGUES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33404;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334042025; $2 056,00 ;01/05/2025;
33412;AUC-301NH5DD5;NOTRE DAME INTERMEDICA SAUDE S.A;EVANDRO DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33412;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334122025; $2 056,00 ;01/05/2025;
33428;2001772;A MASUNARI PLADAS APOIO ADMINISTRATIVO; ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33428;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334282025; $2 056,00 ;01/05/2025;
33429;CTA-30143HQ1X-032;Marquespan Indústria de Alimentos e Confeitaria LTDA;ADRIANO SALES/ EDERSON DOS SANTOS ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33429;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334292025; $2 056,00 ;01/05/2025;
33452;1-920124669019;IGOR SOLUCOES PARA ALIMENTACAO E COMERCIO DE REFRI;RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33452;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334522025; $2 056,00 ;01/05/2025;
